Année de naissance;Code commune;Libellé commune;Sexe;Prénom;Nombre
2016;35238;Rennes;Masculin;Paolo;1
2016;35238;Rennes;Masculin;Pembele-Raymond;1
2016;35238;Rennes;Masculin;Pierre-Alexandre;1
2016;35238;Rennes;Masculin;Swann;3
2016;35238;Rennes;Masculin;Sayah;1
2016;35238;Rennes;Masculin;Shéryno;1
2016;35238;Rennes;Masculin;Stive-Owen;1
2016;35238;Rennes;Masculin;Timurhan;1
2016;35238;Rennes;Masculin;Yaël;2
2016;35238;Rennes;Masculin;Yvann;2
2016;35238;Rennes;Féminin;Agathe;20
2016;35238;Rennes;Masculin;Lenaig;1
2016;35238;Rennes;Masculin;Nahim;2
2016;35238;Rennes;Masculin;Mario;1
2016;35238;Rennes;Masculin;Maysar;1
2016;35238;Rennes;Masculin;Pierrick;2
2016;35238;Rennes;Masculin;Méwënn;1
2016;35238;Rennes;Masculin;Mihsane;1
2016;35238;Rennes;Féminin;Albane;7
2016;35238;Rennes;Féminin;Capucine;11
2016;35238;Rennes;Féminin;Aelia;2
2016;35238;Rennes;Féminin;Amicie;2
2016;35238;Rennes;Féminin;Eloane;3
2016;35238;Rennes;Féminin;Elyne;6
2016;35238;Rennes;Féminin;Eléna;7
2016;35238;Rennes;Féminin;Emna;3
2016;35238;Rennes;Féminin;Everly;2
2016;35238;Rennes;Féminin;Attia;1
2016;35238;Rennes;Féminin;Berfin;1
2016;35238;Rennes;Féminin;Calypso;1
2016;35238;Rennes;Féminin;Joy;4
2016;35238;Rennes;Féminin;Kamelia;2
2016;35238;Rennes;Féminin;Donignon;1
2016;35238;Rennes;Féminin;Elianah;1
2016;35238;Rennes;Féminin;Layanah;2
2016;35238;Rennes;Féminin;Freyja;1
2016;35238;Rennes;Féminin;Gala;1
2016;35238;Rennes;Féminin;Kadidiatou;1
2016;35238;Rennes;Féminin;Maddie;2
2016;35238;Rennes;Féminin;Kamilah;1
2016;35238;Rennes;Féminin;Ïnès;1
2016;35238;Rennes;Féminin;Lya;13
2016;35238;Rennes;Féminin;Isis;1
2016;35238;Rennes;Féminin;Jo-Eve;1
2016;35238;Rennes;Féminin;Léna;25
2016;35238;Rennes;Féminin;Romane;26
2016;35238;Rennes;Féminin;Noella;1
2016;35238;Rennes;Féminin;Salma;3
2016;35238;Rennes;Féminin;Oona;1
2016;35238;Rennes;Féminin;Roihama;1
2016;35238;Rennes;Féminin;Roma;1
2016;35238;Rennes;Féminin;Samia;1
2016;35238;Rennes;Féminin;Silyuna;1
2016;35238;Rennes;Féminin;Smirthi;1
2016;35238;Rennes;Féminin;Thïa;1
2016;35238;Rennes;Féminin;Mariétou;2
2016;35238;Rennes;Féminin;Mary;2
2016;35238;Rennes;Féminin;Lénaë;1
2016;35238;Rennes;Féminin;Linsey;1
2016;35238;Rennes;Féminin;Loeiza;1
2016;35238;Rennes;Féminin;Loona;1
2016;35238;Rennes;Féminin;Maëlyne;4
2016;35238;Rennes;Féminin;Lysea;1
2016;35238;Rennes;Féminin;Méline;12
2016;35238;Rennes;Féminin;Nine;2
2016;35238;Rennes;Féminin;Méloëe;1
2017;35238;Rennes;Féminin;Zaynab;1
2014;35238;RENNES;Masculin;Solhann;1
2014;35238;RENNES;Masculin;Téhis;1
2014;35238;RENNES;Féminin;Sarah;23
2014;35238;RENNES;Féminin;Olivia;12
2014;35238;RENNES;Féminin;Eloane;4
2014;35238;RENNES;Féminin;Fatima;3
2014;35238;RENNES;Féminin;Gwenn;3
2014;35238;RENNES;Féminin;Husna;3
2014;35238;RENNES;Féminin;Maelys;3
2014;35238;RENNES;Féminin;Maëva;3
2014;35238;RENNES;Féminin;Aïna;2
2014;35238;RENNES;Féminin;Clotilde;2
2014;35238;RENNES;Féminin;Elona;2
2014;35238;RENNES;Féminin;Joé;2
2014;35238;RENNES;Féminin;Lyne;2
2014;35238;RENNES;Féminin;Malone;2
2014;35238;RENNES;Féminin;Maëlya;2
2014;35238;RENNES;Féminin;Sixtine;2
2014;35238;RENNES;Féminin;Aissatou;1
2014;35238;RENNES;Féminin;Assilya;1
2014;35238;RENNES;Féminin;Audrenn;1
2014;35238;RENNES;Féminin;Azilys;1
2014;35238;RENNES;Féminin;Bétina;1
2014;35238;RENNES;Féminin;Callie;1
2014;35238;RENNES;Féminin;Catarina;1
2014;35238;RENNES;Féminin;Channel;1
2014;35238;RENNES;Féminin;Duc;1
2014;35238;RENNES;Féminin;Eleanor;1
2014;35238;RENNES;Féminin;Eloa;1
2014;35238;RENNES;Féminin;Elynn;1
2014;35238;RENNES;Féminin;Emily;1
2014;35238;RENNES;Féminin;Eslem;1
2014;35238;RENNES;Féminin;Gabriella;1
2014;35238;RENNES;Féminin;Hanalei;1
2014;35238;RENNES;Féminin;Haïlys;1
2014;35238;RENNES;Féminin;Illona;1
2014;35238;RENNES;Féminin;Inna;1
2014;35238;RENNES;Féminin;Ivane;1
2014;35238;RENNES;Féminin;Jessah;1
2014;35238;RENNES;Féminin;Kayla;1
2014;35238;RENNES;Féminin;Klélia;1
2014;35238;RENNES;Féminin;Lamis;1
2014;35238;RENNES;Féminin;Laurette;1
2014;35238;RENNES;Féminin;Lynda;1
2014;35238;RENNES;Féminin;Lynn;1
2014;35238;RENNES;Féminin;Lénays;1
2014;35238;RENNES;Féminin;Manal;1
2014;35238;RENNES;Féminin;Marème;1
2014;35238;RENNES;Féminin;Maïwenne;1
2014;35238;RENNES;Féminin;Mellina;1
2014;35238;RENNES;Féminin;Nayeli;1
2014;35238;RENNES;Féminin;Naëlys;1
2014;35238;RENNES;Féminin;Naïya;1
2014;35238;RENNES;Féminin;Oracle;1
2014;35238;RENNES;Féminin;Sélena;1
2014;35238;RENNES;Féminin;Tilda;1
2014;35238;RENNES;Féminin;Yéli;1
2014;35238;RENNES;Masculin;Yanis;25
2014;35238;RENNES;Masculin;Enzo;23
2014;35238;RENNES;Masculin;Bastien;10
2014;35238;RENNES;Masculin;Lenny;10
2014;35238;RENNES;Masculin;Alban;8
2014;35238;RENNES;Masculin;Samuel;8
2014;35238;RENNES;Masculin;Andréa;7
2014;35238;RENNES;Masculin;Colin;5
2014;35238;RENNES;Masculin;Alan;4
2014;35238;RENNES;Masculin;Roméo;4
2014;35238;RENNES;Masculin;Erwann;1
2014;35238;RENNES;Masculin;Fakiridine;1
2014;35238;RENNES;Masculin;Hanif;1
2014;35238;RENNES;Masculin;Harun;1
2014;35238;RENNES;Masculin;Hisham;1
2014;35238;RENNES;Masculin;Kamel;1
2014;35238;RENNES;Masculin;Kei;1
2014;35238;RENNES;Masculin;Lomig;1
2014;35238;RENNES;Masculin;Lony;1
2014;35238;RENNES;Masculin;Manny;1
2014;35238;RENNES;Masculin;Marwen;1
2014;35238;RENNES;Masculin;Matyas;1
2014;35238;RENNES;Masculin;Moulay-Samih;1
2014;35238;RENNES;Masculin;Natalio;1
2014;35238;RENNES;Masculin;Jordan;3
2014;35238;RENNES;Masculin;Omar;3
2014;35238;RENNES;Masculin;Constant;2
2014;35238;RENNES;Masculin;Kenzi;2
2014;35238;RENNES;Masculin;Matys;2
2014;35238;RENNES;Masculin;Philémon;2
2014;35238;RENNES;Masculin;Salim;2
2014;35238;RENNES;Masculin;Souleyman;2
2014;35238;RENNES;Masculin;Souleymane;2
2014;35238;RENNES;Masculin;Tilouan;2
2014;35238;RENNES;Masculin;Abdoulmalik;1
2014;35238;RENNES;Masculin;Antone;1
2014;35238;RENNES;Masculin;Austin;1
2014;35238;RENNES;Masculin;Auxann;1
2014;35238;RENNES;Masculin;Chris-Tewis;1
2014;35238;RENNES;Masculin;Djoud;1
2012;35238;RENNES;Féminin;Océane;15
2012;35238;RENNES;Féminin;Zélie;8
2012;35238;RENNES;Féminin;Léana;8
2012;35238;RENNES;Féminin;Leïla;6
2012;35238;RENNES;Féminin;Mariam;4
2012;35238;RENNES;Féminin;Alwena;4
2012;35238;RENNES;Féminin;Zia;3
2012;35238;RENNES;Féminin;Livia;3
2012;35238;RENNES;Féminin;Lili;3
2012;35238;RENNES;Féminin;Amira;3
2012;35238;RENNES;Féminin;Amélie;3
2012;35238;RENNES;Féminin;Maëlyne;2
2012;35238;RENNES;Féminin;Maddy;2
2012;35238;RENNES;Féminin;Morgann;2
2012;35238;RENNES;Féminin;Maélia;2
2012;35238;RENNES;Féminin;Eléanore;2
2012;35238;RENNES;Féminin;Ana;2
2012;35238;RENNES;Féminin;Panadie;1
2012;35238;RENNES;Féminin;Raya;1
2012;35238;RENNES;Féminin;Ysaure;1
2012;35238;RENNES;Féminin;Susie;1
2012;35238;RENNES;Féminin;Thalya;1
2012;35238;RENNES;Féminin;Yé;1
2012;35238;RENNES;Féminin;Saffya;1
2012;35238;RENNES;Féminin;Olyvia;1
2012;35238;RENNES;Féminin;Pernelle;1
2012;35238;RENNES;Féminin;Shaeylisse;1
2012;35238;RENNES;Féminin;Ophélya;1
2012;35238;RENNES;Féminin;Télia;1
2012;35238;RENNES;Féminin;Siloé;1
2012;35238;RENNES;Féminin;Zoélie;1
2012;35238;RENNES;Féminin;Shawnessa;1
2012;35238;RENNES;Féminin;Mylèna;1
2012;35238;RENNES;Féminin;Maelle;1
2012;35238;RENNES;Féminin;Meïssane;1
2012;35238;RENNES;Féminin;Mannaïg;1
2012;35238;RENNES;Féminin;Loubna;1
2012;35238;RENNES;Féminin;Marcelle;1
2012;35238;RENNES;Féminin;Lorie;1
2012;35238;RENNES;Féminin;Nana;1
2012;35238;RENNES;Féminin;Gwendoline;1
2012;35238;RENNES;Féminin;Hayrunnisa;1
2012;35238;RENNES;Féminin;Emmeraude;1
2012;35238;RENNES;Féminin;Kézyl;1
2012;35238;RENNES;Féminin;Hüsna;1
2012;35238;RENNES;Féminin;Fériel;1
2012;35238;RENNES;Féminin;Laurianne;1
2012;35238;RENNES;Féminin;Leigh-Ann;1
2012;35238;RENNES;Féminin;Isalys;1
2012;35238;RENNES;Féminin;Gioia;1
2012;35238;RENNES;Féminin;Elyndra;1
2012;35238;RENNES;Féminin;Estrella;1
2012;35238;RENNES;Féminin;Latufa;1
2012;35238;RENNES;Féminin;Kaela;1
2012;35238;RENNES;Féminin;Lilly-So;1
2012;35238;RENNES;Féminin;Andrijana;1
2012;35238;RENNES;Féminin;Dayana;1
2012;35238;RENNES;Féminin;Christina;1
2012;35238;RENNES;Féminin;Assmaïnis;1
2012;35238;RENNES;Féminin;Aube;1
2012;35238;RENNES;Féminin;Aysha;1
2012;35238;RENNES;Féminin;Aëllys;1
2012;35238;RENNES;Féminin;Adélaïde;1
2012;35238;RENNES;Féminin;Annelle;1
2012;35238;RENNES;Féminin;Côme;1
2012;35238;RENNES;Féminin;Buyanjargal;1
2012;35238;RENNES;Féminin;Aodrenn;1
2012;35238;RENNES;Féminin;Anaïg;1
2012;35238;RENNES;Masculin;Nolan;36
2012;35238;RENNES;Masculin;Théo;19
2012;35238;RENNES;Masculin;Romain;10
2012;35238;RENNES;Masculin;Mael;7
2012;35238;RENNES;Masculin;Mattéo;6
2012;35238;RENNES;Masculin;Warren;4
2012;35238;RENNES;Masculin;Félix;4
2012;35238;RENNES;Masculin;Johann;4
2012;35238;RENNES;Masculin;Kinaï;3
2012;35238;RENNES;Masculin;Pol;2
2012;35238;RENNES;Masculin;Thyméo;2
2012;35238;RENNES;Masculin;Macéo;2
2012;35238;RENNES;Masculin;Marouane;2
2012;35238;RENNES;Masculin;Jérémy;2
2012;35238;RENNES;Masculin;Damien;2
2012;35238;RENNES;Masculin;Aubin;2
2012;35238;RENNES;Masculin;Vedat;1
2012;35238;RENNES;Masculin;Renan;1
2012;35238;RENNES;Masculin;Saïan;1
2012;35238;RENNES;Masculin;Rikyu;1
2012;35238;RENNES;Masculin;Riley;1
2012;35238;RENNES;Masculin;Thimoté;1
2012;35238;RENNES;Masculin;Romane;1
2012;35238;RENNES;Masculin;Zakarya;1
2012;35238;RENNES;Masculin;Pharon;1
2012;35238;RENNES;Masculin;Nuno;1
2012;35238;RENNES;Masculin;Léo-Paul;1
2012;35238;RENNES;Masculin;Manolo;1
2012;35238;RENNES;Masculin;Loé;1
2012;35238;RENNES;Masculin;Neil;1
2012;35238;RENNES;Masculin;Mohamed-Lemine;1
2012;35238;RENNES;Masculin;Nyobé;1
2012;35238;RENNES;Masculin;Ornell;1
2012;35238;RENNES;Masculin;Lissandre;1
2012;35238;RENNES;Masculin;Milane;1
2012;35238;RENNES;Masculin;Meysson;1
2012;35238;RENNES;Masculin;Ky-Hann;1
2012;35238;RENNES;Masculin;Hélian;1
2012;35238;RENNES;Masculin;Formano-Resul;1
2012;35238;RENNES;Masculin;Joyce;1
2012;35238;RENNES;Masculin;Evens;1
2012;35238;RENNES;Masculin;Kenan;1
2012;35238;RENNES;Masculin;Jassim;1
2012;35238;RENNES;Masculin;Jazz;1
2012;35238;RENNES;Masculin;Edenn;1
2012;35238;RENNES;Masculin;Ayronn;1
2012;35238;RENNES;Masculin;Drylice;1
2012;35238;RENNES;Masculin;Achraf;1
2012;35238;RENNES;Masculin;Crizoé;1
2015;35238;RENNES;Féminin;Maïana;1
2015;35238;RENNES;Féminin;Natacha;1
2015;35238;RENNES;Féminin;Nayla;1
2015;35238;RENNES;Féminin;Nisa;1
2015;35238;RENNES;Féminin;Nohaila;1
2015;35238;RENNES;Féminin;Nouraya;1
2015;35238;RENNES;Féminin;Omaya;1
2015;35238;RENNES;Féminin;Pétra-Pélagi;1
2015;35238;RENNES;Féminin;Shaynaisse;1
2015;35238;RENNES;Féminin;Soa;1
2015;35238;RENNES;Féminin;Solenn;1
2015;35238;RENNES;Féminin;Xaouni;1
2015;35238;RENNES;Féminin;Ysendre;1
2015;35238;RENNES;Féminin;Yzabela;1
2015;35238;RENNES;Masculin;Marius;31
2015;35238;RENNES;Masculin;Eliott;24
2015;35238;RENNES;Masculin;Oscar;13
2015;35238;RENNES;Masculin;Mahé;10
2015;35238;RENNES;Masculin;Joseph;9
2015;35238;RENNES;Masculin;Gaël;7
2015;35238;RENNES;Masculin;Edouard;4
2015;35238;RENNES;Masculin;Elliot;4
2015;35238;RENNES;Masculin;Jacques;4
2015;35238;RENNES;Masculin;Théodore;4
2015;35238;RENNES;Masculin;Hippolyte;3
2015;35238;RENNES;Masculin;Brieuc;2
2015;35238;RENNES;Masculin;Stéphane;2
2015;35238;RENNES;Masculin;Anthony;1
2015;35238;RENNES;Masculin;Ardani;1
2015;35238;RENNES;Masculin;Assil;1
2015;35238;RENNES;Masculin;Azad;1
2015;35238;RENNES;Masculin;Aëdann;1
2015;35238;RENNES;Masculin;Darell;1
2015;35238;RENNES;Masculin;Elann;1
2015;35238;RENNES;Masculin;Eryll;1
2015;35238;RENNES;Masculin;Flavien;1
2015;35238;RENNES;Masculin;Illyess;1
2015;35238;RENNES;Masculin;Imri;1
2015;35238;RENNES;Masculin;Jayrémy;1
2015;35238;RENNES;Masculin;Jean-Yves;1
2015;35238;RENNES;Masculin;Jourdain;1
2015;35238;RENNES;Masculin;Junayd;1
2015;35238;RENNES;Masculin;Kerem;1
2015;35238;RENNES;Masculin;Kheyron;1
2015;35238;RENNES;Masculin;Kyliann;1
2015;35238;RENNES;Masculin;Kyélian;1
2015;35238;RENNES;Masculin;Laris;1
2015;35238;RENNES;Masculin;Liam-Michel;1
2015;35238;RENNES;Masculin;Loucas;1
2015;35238;RENNES;Masculin;Mickaël;1
2015;35238;RENNES;Masculin;Mohamed-Amine;1
2015;35238;RENNES;Masculin;Muhammedcan;1
2015;35238;RENNES;Masculin;Nawen;1
2015;35238;RENNES;Masculin;Safouane;1
2015;35238;RENNES;Masculin;Souleymane;1
2015;35238;RENNES;Masculin;Suayip;1
2015;35238;RENNES;Masculin;Tergel;1
2015;35238;RENNES;Masculin;Tidji;1
2015;35238;RENNES;Masculin;Yan;1
2015;35238;RENNES;Masculin;Énaël;1
2015;35238;RENNES;Féminin;Lina;19
2015;35238;RENNES;Féminin;Ambre;17
2015;35238;RENNES;Féminin;Lise;14
2015;35238;RENNES;Féminin;Elsa;11
2015;35238;RENNES;Féminin;Yuna;9
2015;35238;RENNES;Féminin;Clémentine;7
2015;35238;RENNES;Féminin;Eloïse;7
2015;35238;RENNES;Féminin;Joy;4
2015;35238;RENNES;Féminin;Maëline;4
2015;35238;RENNES;Féminin;Elia;3
2015;35238;RENNES;Féminin;Kendra;3
2015;35238;RENNES;Féminin;Louison;3
2015;35238;RENNES;Féminin;Marguerite;3
2015;35238;RENNES;Féminin;Maryam;3
2015;35238;RENNES;Féminin;Sirine;3
2015;35238;RENNES;Féminin;Aliénor;2
2015;35238;RENNES;Féminin;Nyla;2
2015;35238;RENNES;Féminin;Philaé;2
2015;35238;RENNES;Féminin;Angie;1
2015;35238;RENNES;Féminin;Aodrenn;1
2015;35238;RENNES;Féminin;Atrine;1
2015;35238;RENNES;Féminin;Awena;1
2015;35238;RENNES;Féminin;Aziliz;1
2015;35238;RENNES;Féminin;Aïcha;1
2015;35238;RENNES;Féminin;Baïa;1
2015;35238;RENNES;Féminin;Cali;1
2015;35238;RENNES;Féminin;Clarence;1
2015;35238;RENNES;Féminin;Colombane;1
2015;35238;RENNES;Féminin;Destiny;1
2015;35238;RENNES;Féminin;Domitille;1
2015;35238;RENNES;Féminin;Elaïs;1
2015;35238;RENNES;Féminin;Elyna;1
2015;35238;RENNES;Féminin;Feiya;1
2015;35238;RENNES;Féminin;Hafssa;1
2015;35238;RENNES;Féminin;Ilyanna;1
2015;35238;RENNES;Féminin;Imna;1
2015;35238;RENNES;Féminin;Johanne;1
2015;35238;RENNES;Féminin;Kacy;1
2015;35238;RENNES;Masculin;Yuji;1
2015;35238;RENNES;Féminin;Kheyra;1
2015;35238;RENNES;Féminin;Kélia;1
2015;35238;RENNES;Féminin;Laurette;1
2015;35238;RENNES;Féminin;Maela;1
2015;35238;RENNES;Féminin;Manelle;1
2015;35238;RENNES;Féminin;Maria-Paulina;1
2015;35238;RENNES;Féminin;Marie-Charlotte;1
2017;35238;Rennes;Masculin;Jalil;1
2017;35238;Rennes;Masculin;Jared;1
2017;35238;Rennes;Masculin;Kiny;1
2017;35238;Rennes;Masculin;Leny;1
2017;35238;Rennes;Masculin;Muhammed;4
2017;35238;Rennes;Masculin;Loenn;1
2017;35238;Rennes;Masculin;Louam;1
2017;35238;Rennes;Masculin;Louca;1
2017;35238;Rennes;Masculin;Nicolas;4
2017;35238;Rennes;Masculin;Noé;19
2017;35238;Rennes;Masculin;Omar;6
2017;35238;Rennes;Masculin;Melan;1
2017;35238;Rennes;Masculin;Pol;2
2017;35238;Rennes;Masculin;Eden;12
2017;35238;Rennes;Masculin;Aloys;2
2017;35238;Rennes;Masculin;Edgar;3
2017;35238;Rennes;Masculin;Aurélien;2
2017;35238;Rennes;Masculin;Elliot;5
2017;35238;Rennes;Masculin;Félix;9
2017;35238;Rennes;Masculin;Gaspard;26
2017;35238;Rennes;Masculin;Adonai;1
2017;35238;Rennes;Masculin;Aïmane;1
2017;35238;Rennes;Masculin;Albion;1
2017;35238;Rennes;Masculin;Alvin;1
2017;35238;Rennes;Masculin;Antonn;1
2017;35238;Rennes;Masculin;Branson;1
2017;35238;Rennes;Masculin;Chalvi;1
2017;35238;Rennes;Masculin;Constant;1
2017;35238;Rennes;Masculin;Élie-Christopher;1
2017;35238;Rennes;Masculin;Emir;1
2017;35238;Rennes;Masculin;Isandro;1
2017;35238;Rennes;Masculin;Marley;3
2017;35238;Rennes;Masculin;Mouad;1
2017;35238;Rennes;Masculin;Mouhammad-Ismaël;1
2017;35238;Rennes;Masculin;Nadir;1
2017;35238;Rennes;Masculin;Sandro;7
2017;35238;Rennes;Masculin;Pacôme;1
2017;35238;Rennes;Masculin;Sanullah;1
2017;35238;Rennes;Masculin;Saul;1
2017;35238;Rennes;Masculin;Sayf-Eddine;1
2017;35238;Rennes;Masculin;Vladimir-Emmanuel;1
2017;35238;Rennes;Masculin;Wahil;1
2017;35238;Rennes;Masculin;Wali;1
2017;35238;Rennes;Masculin;Waylon;1
2017;35238;Rennes;Masculin;Younès;2
2017;35238;Rennes;Masculin;Yron;1
2017;35238;Rennes;Masculin;Zayon;1
2017;35238;Rennes;Masculin;Amine;5
2017;35238;Rennes;Masculin;Ruben;8
2017;35238;Rennes;Masculin;Seiya;1
2017;35238;Rennes;Masculin;Seydi;1
2017;35238;Rennes;Masculin;Alonzo;2
2017;35238;Rennes;Masculin;Elie;3
2017;35238;Rennes;Masculin;Brayan;2
2017;35238;Rennes;Masculin;Hashim;1
2017;35238;Rennes;Masculin;Luka;3
2017;35238;Rennes;Féminin;Azélia;1
2017;35238;Rennes;Féminin;Jeanne;35
2017;35238;Rennes;Féminin;Chérifa;1
2017;35238;Rennes;Féminin;Dorra;1
2017;35238;Rennes;Féminin;Ecrin;1
2017;35238;Rennes;Féminin;Ella;1
2017;35238;Rennes;Féminin;Elysa;1
2017;35238;Rennes;Féminin;Leïla;7
2017;35238;Rennes;Féminin;Fatma;1
2017;35238;Rennes;Féminin;Félice;1
2017;35238;Rennes;Féminin;Lilwenn;3
2017;35238;Rennes;Féminin;Lily-Rose;2
2017;35238;Rennes;Féminin;Hasna;1
2017;35238;Rennes;Féminin;Hourya;1
2017;35238;Rennes;Féminin;Katell;1
2017;35238;Rennes;Féminin;Khalissa;1
2017;35238;Rennes;Féminin;Yuna;9
2017;35238;Rennes;Féminin;Wallen;1
2017;35238;Rennes;Féminin;Anna;37
2017;35238;Rennes;Féminin;Anaëlle;4
2017;35238;Rennes;Féminin;Assia;6
2017;35238;Rennes;Féminin;Clarisse;3
2017;35238;Rennes;Féminin;Cléo;5
2017;35238;Rennes;Féminin;Colombe;2
2017;35238;Rennes;Féminin;Elyna;2
2017;35238;Rennes;Féminin;Elyne;4
2017;35238;Rennes;Féminin;Emilia;2
2017;35238;Rennes;Féminin;Adalya;1
2017;35238;Rennes;Féminin;Aëllie;1
2017;35238;Rennes;Féminin;Flora;2
2017;35238;Rennes;Féminin;Ailia;1
2017;35238;Rennes;Féminin;Amal;1
2017;35238;Rennes;Féminin;Aminata;1
2017;35238;Rennes;Féminin;Arin-Rosa;1
2017;35238;Rennes;Féminin;Asel;1
2017;35238;Rennes;Féminin;Ilyana;3
2017;35238;Rennes;Féminin;Awen;1
2017;35238;Rennes;Féminin;Kléa;1
2017;35238;Rennes;Féminin;Laila;1
2017;35238;Rennes;Féminin;Maé;2
2017;35238;Rennes;Féminin;Léïa;1
2017;35238;Rennes;Féminin;Maëlya;3
2017;35238;Rennes;Féminin;Maïna;5
